"","id","name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","reviews_per_month","availability_365"
"9637",31432644,"Habitación de Lujo / Gran Via / Madrid","Centro","Sol",40.42014,-3.70383,"Private room",27,3,1.4,17
"9638",31442470,"Habitación por días15 minutos del centro de Madrid","Puente de Vallecas","Numancia",40.39392,-3.65996,"Private room",40,1,0.09,364
"9639",31442722,"Art & Dreams Imperial II","Centro","Sol",40.41524,-3.70646,"Entire home/apt",98,1,2.26,183
"9640",31454392,"V. Loft GRAN VÍA perfect for COUPLES or WORK","Centro","Universidad",40.42165,-3.707,"Entire home/apt",42,3,2.31,100
"9641",31455674,"Madrid Apartment: Art and Design","Chamberí","Gaztambide",40.43167,-3.71355,"Entire home/apt",68,3,2.04,131
"9642",31457585,"Hola busco compañero /ra para compartir","Arganzuela","Palos de Moguer",40.40526,-3.69099,"Private room",60,15,0,364
"9643",31460223,"City Center Plaza Mayor Dreammadrid","Centro","Sol",40.41541,-3.70759,"Entire home/apt",120,1,0.06,317
"9644",31461291,"BAUSA 19 Apartamento de lujo con Piscina","Ciudad Lineal","Costillares",40.46845,-3.66839,"Entire home/apt",90,3,0.19,271
"9645",31463952,"Habitación privada centro Madrid","Chamberí","Arapiles",40.43725,-3.70895,"Private room",49,1,0.04,0
"9646",31465396,"Habitación en el corazón de Madrid. Lavapiés.","Centro","Embajadores",40.41099,-3.70113,"Private room",120,1,1.18,90
"9647",31465522,"Preciosa Habitación compartida centro Madrid 1","Centro","Universidad",40.42487,-3.70723,"Shared room",15,3,0.44,365
"9648",31465584,"Una habitación tranquila cerca del centro","Moncloa - Aravaca","Casa de Campo",40.43212,-3.73656,"Private room",33,35,0.08,177
"9649",31465683,"Preciosa habitación compartida centro Madrid 2","Centro","Universidad",40.4269,-3.70925,"Shared room",15,3,0.32,365
"9650",31465791,"Preciosa habitación compartida centro Madrid 3","Centro","Universidad",40.42698,-3.70953,"Shared room",17,2,0.42,365
"9651",31465921,"Preciosa habitación compartida en Madrid centro 4","Centro","Universidad",40.42469,-3.70924,"Shared room",15,3,0.76,365
"9652",31466041,"Preciosa habitación compartida en Madrid centro 5","Centro","Universidad",40.42648,-3.70772,"Shared room",15,3,0.52,365
"9653",31466141,"Preciosa habitación compartida en Madrid centro 6","Centro","Universidad",40.42684,-3.70945,"Shared room",15,3,0.28,365
"9654",31466257,"Preciosa habitación compartida en Madrid centro 7","Centro","Universidad",40.42496,-3.70799,"Shared room",15,3,0.11,365
"9655",31467781,"Piso estudio luminoso","Puente de Vallecas","San Diego",40.39186,-3.66974,"Entire home/apt",39,2,0.55,180
"9656",31477870,"Excellent location Madrid","Centro","Universidad",40.42873,-3.70949,"Entire home/apt",44,2,0.36,358
"9657",31479573,"Single room near Airport,IFEMA,Wanda,Muñoza,Senasa","San Blas - Canillejas","Rejas",40.44504,-3.5959,"Private room",27,1,2.66,90
"9658",31481398,"Apartamento Centro de Madrid 6PAX-2BDR-4F","Centro","Justicia",40.42109,-3.69924,"Entire home/apt",124,3,2.82,224
"9659",31482685,"Habitación Privada en Madrid capital","Carabanchel","Buenavista",40.3634,-3.75977,"Private room",15,1,0.77,0
"9660",31482838,"NEW!Amazing Plaza Mayor Deluxe- 2 bathrooms!","Centro","Sol",40.41485,-3.7056,"Entire home/apt",83,2,2.94,1
"9661",31484437,"Bright room with a balcony in vibrant Lavapies","Centro","Embajadores",40.40863,-3.70072,"Private room",24,90,0.55,54
"9662",31484882,"Elegant 3-bedroom apartment just by the CENTER","Carabanchel","Opañel",40.39695,-3.71623,"Entire home/apt",79,3,1.1,212
"9663",31489910,"La Latina 10min Plaza Mayor y 13min Sol. WIFI. A/C","Centro","Embajadores",40.40949,-3.70664,"Entire home/apt",58,1,2.5,0
"9664",31491262,"ESTUDIO EN EL CENTRO DE MADRID","Centro","Palacio",40.42232,-3.70918,"Entire home/apt",95,1,0.89,365
"9665",31499015,"Madrid-Wanda- Ifema-Airport","San Blas - Canillejas","Canillejas",40.43674,-3.61056,"Entire home/apt",70,1,1.86,358
"9666",31505010,"Habitación verde para 1 persona","Villaverde","Butarque",40.35501,-3.6833,"Private room",13,1,2.3,0
"9667",31509465,"Habitación cerca Bernabeu","Chamartín","Ciudad Jardín",40.44696,-3.67592,"Private room",16,90,0,365
"9668",31535174,"SINGULAR APARTAMENT SANTA ANA TERRACE LUXURY","Centro","Cortes",40.41588,-3.70088,"Entire home/apt",61,5,4.55,246
"9669",31538902,"Sofá Cama grande en loft moderno y acogedor","Tetuán","Valdeacederas",40.46709,-3.69918,"Shared room",21,1,0.63,0
"9670",31539295,"HABITACION GRANDE DOBLE CERCA M30","Puente de Vallecas","San Diego",40.3916,-3.67035,"Private room",26,90,0.04,365
"9671",31541065,"Cómoda habitación en zona bien comunicada","Ciudad Lineal","Quintana",40.43302,-3.65502,"Private room",24,3,0.67,364
"9672",31546953,"SINGULAR APARTAMENT SANTA ANA LUXURY","Centro","Cortes",40.41396,-3.70073,"Entire home/apt",45,5,3.88,215
"9673",31558430,"Stylish Designer Loft in the Heart of Madrid","Centro","Universidad",40.42122,-3.70431,"Entire home/apt",114,2,1.29,93
"9674",31558756,"Madrid  Centro / Downtown.In Front of Plaza Mayor.","Centro","Sol",40.4161,-3.70845,"Entire home/apt",133,2,3.95,272
"9675",31559298,"VIP Best Airbnb Apartment Madrid 6 Bd 4Bth 10pax","Salamanca","Castellana",40.43047,-3.68316,"Entire home/apt",250,3,1.19,77
"9676",31559314,"Coqueta buhardilla en pleno centro","Centro","Justicia",40.42469,-3.69714,"Private room",45,1,0.14,0
"9677",31559404,"HABITACION  CON CAMA DOBLE. SILLA Y ESCRITORIO, TV","Puente de Vallecas","San Diego",40.39244,-3.67181,"Private room",25,30,0,364
"9678",31560695,"Welcome to  Madrid ""Gran Via - Luna""","Centro","Universidad",40.42224,-3.70593,"Entire home/apt",119,1,1.43,360
"9679",31562479,"Apartamento fin de semana  final Champions League","Chamartín","Ciudad Jardín",40.44695,-3.67025,"Private room",150,1,0,364
"9680",31562558,"Modern Apartment Atocha - 5 bedrooms","Centro","Cortes",40.41098,-3.69286,"Entire home/apt",180,90,0,365
"9681",31564704,"Centric cozy apartment near Sol/Gran Vía","Centro","Sol",40.41679,-3.70045,"Entire home/apt",90,3,0.43,0
"9682",31566488,"Atocha Oasis - Late Check in Available","Arganzuela","Palos de Moguer",40.40119,-3.69451,"Entire home/apt",38,2,3.26,361
"9683",31568445,"A/C Cool romantic quiet flat at City Center Sol!!","Centro","Cortes",40.41429,-3.70242,"Entire home/apt",56,5,2.55,0
"9684",31577909,"""The Adventure""  Apartamentos Cava Baja 1","Centro","Embajadores",40.41256,-3.70722,"Entire home/apt",116,2,0.3,260
"9685",31579349,"Apartamento confortable y luminoso. Zona Cuzco.","Tetuán","Castillejos",40.4599,-3.69823,"Entire home/apt",50,3,0.18,110
"9686",31579369,"Bright & Cozy apt Diego de Leon-Avenida de America","Salamanca","Guindalera",40.43664,-3.67532,"Entire home/apt",73,1,1.25,197
"9687",31580242,"HABITACIÓN INDIVIDUAL OCAÑA 143, ALUCHE","Latina","Aluche",40.38669,-3.75295,"Private room",16,15,1.68,0
"9688",31581554,"double room with private bathroom B&B","Puente de Vallecas","Numancia",40.39804,-3.6584,"Private room",27,2,1.52,173
"9689",31584060,"Cama en habitación compartida (3)","Villaverde","Los Rosales",40.34928,-3.68692,"Shared room",11,2,0.21,59
"9691",31589551,"Legazpi Apartament","Arganzuela","Chopera",40.3941,-3.6969,"Entire home/apt",91,2,0.47,0
"9692",31591994,"GRAN VIA - Chueca Fabulous flat!!!","Centro","Justicia",40.421,-3.69935,"Entire home/apt",132,2,0.89,12
"9693",31594484,"CHUECA Nice studio for 3 WIFI","Centro","Justicia",40.42426,-3.69949,"Entire home/apt",54,2,1.12,358
"9694",31595000,"My little place in Madrid","Moncloa - Aravaca","Argüelles",40.43261,-3.7202,"Entire home/apt",150,20,0.08,91
"9695",31595678,"Delicias | Designer apartment in Atocha & Museums","Centro","Embajadores",40.40725,-3.69466,"Entire home/apt",99,30,0.06,330
"9696",31605470,"WiFi+A/C PUERTA DEL SOL CIBELES Centro Madrid.","Centro","Cortes",40.41758,-3.69789,"Entire home/apt",155,3,0.64,138
"9697",31605573,"Superior 2 Bedroom Apartment","Centro","Cortes",40.41854,-3.69669,"Entire home/apt",127,1,0.11,4
"9698",31605653,"Deluxe 2 Bedroom Apartment - Madrid City Center","Centro","Cortes",40.41795,-3.69617,"Entire home/apt",152,1,0.47,5
"9699",31606052,"Deluxe Duplex 2 Bedroom Apartment - Madrid City Center","Centro","Cortes",40.41809,-3.6981,"Entire home/apt",199,1,0.8,4
"9700",31606140,"Deluxe 3 Bedroom Apartment - Madrid City Center","Centro","Cortes",40.41858,-3.69739,"Entire home/apt",185,1,0.43,3
"9701",31606181,"2 Bedroom Apartment - Madrid City Center","Centro","Cortes",40.41834,-3.69813,"Entire home/apt",105,1,0.18,10
"9702",31610133,"Loft de Diseño en Pleno Centro de Madrid","Centro","Embajadores",40.41036,-3.69931,"Entire home/apt",58,2,2.11,154
"9703",31615766,"Grand Madrid","Centro","Universidad",40.42474,-3.70124,"Entire home/apt",95,2,0.16,178
"9704",31622297,"Apartamento entero centro de Madrid","Centro","Embajadores",40.40794,-3.69857,"Entire home/apt",49,3,0.27,0
"9705",31632867,"Tu apartamento de Chueca en Madrid","Centro","Justicia",40.42295,-3.69898,"Entire home/apt",57,6,0.26,318
"9706",31634050,"Deluxe 1 Bedroom Apartment - Chueca","Centro","Justicia",40.42089,-3.69848,"Entire home/apt",90,1,2.35,199
"9707",31634065,"Superior 2 Bedroom Apartment - Chueca","Centro","Justicia",40.42251,-3.70047,"Entire home/apt",123,1,1.74,279
"9708",31634086,"Deluxe 2 Bedroom Apartment - Chueca","Centro","Justicia",40.42106,-3.70027,"Entire home/apt",132,1,2.22,279
"9709",31634102,"Duplex 1 Bedroom Apartment - Chueca","Centro","Justicia",40.42085,-3.70012,"Entire home/apt",92,1,1.3,1
"9710",31634121,"Duplex 2 Bedroom Apartment - Chueca","Centro","Justicia",40.4207,-3.69847,"Entire home/apt",135,1,0.52,96
"9711",31636256,"Deluxe 2 Bedroom Apartment - Gran Via","Centro","Cortes",40.41893,-3.699,"Entire home/apt",193,1,0.09,230
"9712",31636293,"Deluxe 3 Bedroom Apartment - Gran Via","Centro","Justicia",40.41962,-3.69896,"Entire home/apt",257,1,1.53,241
"9713",31636317,"Deluxe 2 Bedroom Penthouse - Gran Via","Centro","Cortes",40.41898,-3.6973,"Entire home/apt",190,1,0.12,92
"9714",31639638,"Deluxe Penthouse Studio - Gran Via","Centro","Justicia",40.42094,-3.69892,"Entire home/apt",120,1,0,97
"9715",31640826,"Habitación doble luminosa en piso reformado","Carabanchel","Puerta Bonita",40.38409,-3.73009,"Private room",35,2,0.98,180
"9716",31641039,"Superior 1 Bedroom Apartment - Malasaña","Chamberí","Trafalgar",40.43052,-3.70004,"Entire home/apt",139,1,0.79,92
"9717",31641075,"Deluxe 4 Bedroom Apartment - Malasaña","Chamberí","Trafalgar",40.43112,-3.69995,"Entire home/apt",285,1,1.07,48
"9718",31641111,"1 Bedroom Apartment - Malasaña","Chamberí","Trafalgar",40.4312,-3.70137,"Entire home/apt",98,1,0.42,127
"9719",31641127,"Superior 2 Bedroom Apartment - Malasaña","Chamberí","Trafalgar",40.42909,-3.70127,"Entire home/apt",147,1,0.63,95
"9720",31641175,"Deluxe 2 Bedroom Apartment - Malasaña","Chamberí","Trafalgar",40.43104,-3.70072,"Entire home/apt",163,1,0.91,1
"9721",31641205,"Superior 4 Bedroom Apartment - Malasaña","Chamberí","Trafalgar",40.4295,-3.70218,"Entire home/apt",256,1,1.35,2
"9722",31641245,"Deluxe Duplex Studio - Malasaña","Chamberí","Trafalgar",40.43106,-3.70062,"Entire home/apt",111,1,0.15,91
"9723",31641276,"2 Bedroom Apartment - Malasaña","Chamberí","Trafalgar",40.43056,-3.70203,"Entire home/apt",131,1,0.06,96
"9724",31641468,"Superior 2 Bedroom Apartment - Chueca","Centro","Justicia",40.4213,-3.69721,"Entire home/apt",162,1,0.04,93
"9725",31641499,"Deluxe 2 Bedroom Apartment - Chueca","Centro","Justicia",40.42297,-3.69726,"Entire home/apt",199,1,0.38,1
"9726",31641556,"2 Bedroom Apartment - Chueca","Centro","Justicia",40.4231,-3.69673,"Entire home/apt",147,1,0.1,95
"9727",31641587,"1 Bedroom Apartment (Basement Level) - Chueca","Centro","Justicia",40.42135,-3.69728,"Entire home/apt",110,1,0.06,95
"9728",31641619,"1 Bedroom Apartment - Chueca","Centro","Justicia",40.42281,-3.69556,"Entire home/apt",122,1,0,95
"9729",31641935,"luminoso apartamento con encanto","Tetuán","Castillejos",40.46397,-3.69399,"Entire home/apt",40,6,0.83,23
"9730",31644796,"Calle la palma vacaciones","Centro","Universidad",40.42687,-3.70329,"Entire home/apt",85,3,0.08,178
"9731",31646915,"Three bedrooms, quiet and close to the center","Puente de Vallecas","Numancia",40.39841,-3.66147,"Entire home/apt",32,28,3.87,0
"9732",31646931,"Artist Loft Duplex","Centro","Universidad",40.42919,-3.70742,"Entire home/apt",177,3,0,0
"9733",31647996,"Cuarto Privado","Villaverde","Los Rosales",40.36069,-3.69029,"Private room",28,3,0,358
"9734",31655653,"Modern & Chic 1bed Apt in Madrid City Centre","Centro","Embajadores",40.40818,-3.70008,"Entire home/apt",145,2,0.96,179
"9735",31657121,"Luxury and tastefully decorated apartment -4PAX-","Centro","Justicia",40.42212,-3.69763,"Entire home/apt",73,3,1.41,174
"9736",31659379,"Atocha Suite - Madflats Collection","Centro","Cortes",40.41322,-3.70074,"Entire home/apt",36,1,0.26,267
"9737",31659491,"GRAN VÍA/CHUECA Nice study 4 pax WIFI","Centro","Justicia",40.42198,-3.70028,"Entire home/apt",54,2,1.98,352
"9738",31659600,"Cozy Apartment Lavapiés - quiet","Centro","Embajadores",40.40859,-3.69787,"Entire home/apt",57,4,0.16,365
"9739",31659925,"Rustich Apartment for 6PAX- Madrid Center Gran Vía","Centro","Palacio",40.42043,-3.70724,"Entire home/apt",112,3,2.37,0
"9740",31660571,"Loft con Vistas Madrid río a 10 min de Gran Vía","Moncloa - Aravaca","Casa de Campo",40.42571,-3.72832,"Entire home/apt",71,2,1.61,196
"9741",31662916,"Centro Madrid. Plaza Mayor. Puerta del Sol","Centro","Palacio",40.41697,-3.70942,"Entire home/apt",116,2,3.08,319
"9742",31663023,"Pensión por la Gran Via, Sol/ Madrid","Centro","Justicia",40.42191,-3.69872,"Private room",35,2,0.15,365
"9743",31665621,"Nice Atic with terrace in Chueca","Centro","Justicia",40.42288,-3.70026,"Entire home/apt",76,3,0,365
"9745",31666012,"Near Reina Sofía Museum. 6pax. 2Bedrooms. Reina Sofia III","Arganzuela","Palos de Moguer",40.40428,-3.69588,"Entire home/apt",191,1,0.04,0
"9746",31666033,"Beautifuly decorated 2 Bd Apart with Private Terrace. Reina Sofia Terrace","Arganzuela","Delicias",40.39967,-3.69491,"Entire home/apt",191,1,0,242
"9747",31666053,"Big Apartment 2 Bedrooms & 2 Bathrooms. Chamberí","Chamberí","Almagro",40.43318,-3.69372,"Entire home/apt",177,1,0.35,220
"9748",31669706,"Bello Apartamento en el centro de Chueca","Centro","Justicia",40.42339,-3.69883,"Entire home/apt",79,2,0.19,365
"9749",31672518,"""Suite Lujan"" Studio with Incredible Views, Pool","Chamartín","Hispanoamérica",40.45844,-3.68172,"Entire home/apt",55,7,0.15,260
"9750",31681904,"Habitación grande y luminosa en Goya","Salamanca","Goya",40.4232,-3.67966,"Private room",35,2,2,178
"9751",31683323,"Modern apartment 25m2 in center area - LAVAPIES","Centro","Embajadores",40.41053,-3.7017,"Entire home/apt",49,4,1.95,38
"9752",31685167,"LAVAPIES modern & new Apartment of 23m2 | 4-2","Centro","Embajadores",40.41198,-3.70098,"Entire home/apt",49,5,2.18,240
"9753",31688186,"Chamberi- Design Apartment Madrid - 4 PAX","Chamberí","Trafalgar",40.43074,-3.70128,"Entire home/apt",68,4,1.67,77
"9754",31688271,"Newly refurbished exterior studio next to Callao","Centro","Universidad",40.42233,-3.70635,"Entire home/apt",95,2,1.64,239
"9755",31688364,"Madrid Center Luxury Apartment 4 pax· SOL-GRAN VÍA","Centro","Embajadores",40.41251,-3.7021,"Entire home/apt",55,7,1.78,103
"9756",31689214,"Recién renovado. Newly renovated. Wanda, airport","Hortaleza","Palomas",40.44999,-3.60618,"Entire home/apt",68,2,1.41,49
"9757",31689844,"Habitación con gran armario en piso compartido","Puente de Vallecas","San Diego",40.38687,-3.66914,"Private room",15,30,0.29,226
"9758",31690847,"Ático Madrid Río a 5 minutos del centro","Carabanchel","San Isidro",40.39617,-3.72008,"Entire home/apt",95,2,0.21,0
"9759",31694475,"Apartamento  60m2 con TERRAZA de 45m2. Zona Cuzco.","Tetuán","Berruguete",40.45985,-3.70031,"Entire home/apt",66,3,0.73,82
"9761",31702604,"Habitación de parejas en piso compartido","Puente de Vallecas","San Diego",40.38728,-3.66854,"Private room",15,30,0.11,303
"9762",31703231,"Recién reformado, tranquilo y a un paso de todo","Chamberí","Almagro",40.43827,-3.69613,"Entire home/apt",90,4,0.21,319
"9763",31703975,"HABITACIÓN PRIVADA RECIÉN REFORMADA","San Blas - Canillejas","Canillejas",40.44697,-3.60856,"Private room",25,2,1.63,86
"9764",31704828,"Preciosa habitación en plaza de Quevedo","Chamberí","Arapiles",40.43588,-3.70579,"Private room",35,2,1.93,0
"9765",31710969,"Habitación Madrid Río con baño privado y desayuno","Latina","Puerta del Angel",40.40904,-3.72343,"Private room",58,2,0.72,133
"9766",31716236,"Habitación doble con piscina,baño privado y garaje","Fuencarral - El Pardo","Mirasierra",40.49177,-3.72731,"Private room",63,1,0.44,75
"9767",31717467,"Charming Antiques Marquet - 3 Bedrooms, Parking","Centro","Embajadores",40.40842,-3.70831,"Entire home/apt",98,1,0.68,358
"9768",31717894,"Refugio Mágico","Ciudad Lineal","Quintana",40.43688,-3.64235,"Private room",28,1,0.43,89
"9769",31724343,"PARA CHICAS O PAREJAS NO SE ADMITEN HOMBRES SOLOS","Tetuán","Cuatro Caminos",40.45107,-3.70158,"Private room",40,5,1.19,364
"9770",31729000,"Alquiler piso en barrio de la Concepción","Ciudad Lineal","Concepción",40.43788,-3.65255,"Entire home/apt",41,4,0.49,241
"9771",31730866,"UD Apartments - Atocha Stylish with Pool","Arganzuela","Delicias",40.39938,-3.69597,"Entire home/apt",194,1,0,269
"9772",31732941,"Sofisticado apartamento en Principe de Vergara","Salamanca","Recoletos",40.42236,-3.6812,"Entire home/apt",260,7,0,257
"9773",31733614,"VW California en Madrid, edición 30 aniversario","Barajas","Alameda de Osuna",40.4542,-3.60256,"Entire home/apt",120,15,0,364
"9774",31737635,"Alojamiento por Gran Via, Sol, Tribunal y Chueca.","Centro","Justicia",40.42009,-3.69898,"Private room",28,3,0.26,90
"9775",31740352,"Charming Malasaña - Madflats Collection","Centro","Universidad",40.42332,-3.70365,"Entire home/apt",144,1,0.26,359
"9776",31742532,"Chueca Hortaleza· Luxury Apartment-6 pax -2Bd-2Bth","Centro","Justicia",40.42386,-3.69915,"Entire home/apt",131,7,2.14,130
"9777",31758671,"Baño privado y aire acondicionado -Zona VENTAS","Ciudad Lineal","Concepción",40.4358,-3.6552,"Private room",25,3,0.4,365
"9778",31775594,"Modern 3Bed Apt next to Madrid Airport, near metro","Barajas","Alameda de Osuna",40.45596,-3.5863,"Entire home/apt",117,2,0.76,161
"9779",31775638,"Habitación para dos personas  en Madrid","Villaverde","Los Angeles",40.35117,-3.69308,"Private room",19,1,3.21,84
"9780",31777878,"Abitacion trancillo","Villaverde","Los Angeles",40.35224,-3.69541,"Private room",11,2,0,75
"9781",31795308,"MODERN house with Chill out Terrace - BERNABEU","Tetuán","Berruguete",40.46004,-3.70148,"Entire home/apt",187,2,1.13,0
"9782",31801704,"Acogedora habitacion, sólo chicas!!","Moncloa - Aravaca","Ciudad Universitaria",40.46663,-3.7251,"Private room",19,1,0.15,180
"9783",31801902,"Acogedora habitación sólo para chicas!!","Moncloa - Aravaca","Ciudad Universitaria",40.46461,-3.72479,"Private room",20,1,0.15,179
"9784",31807291,"GV5, 2. Hermosa Suite en calle Gran Vía (baño privado y TV)","Centro","Universidad",40.42057,-3.70497,"Private room",56,1,0.9,102
"9785",31807746,"GV5, 3. Enorme habitación p/5 personas con baño privado y TV","Centro","Sol",40.41951,-3.70499,"Private room",56,1,0.66,102
"9786",31813160,"RENOVATED- for 6 in the center of Madrid","Centro","Palacio",40.4179,-3.70889,"Entire home/apt",108,3,2.01,132
"9787",31816052,"HABITACIÓN PRIVADA, ACOGEDORA, WIFI, CENTRO IFEMA","Ciudad Lineal","Concepción",40.44637,-3.64441,"Private room",39,2,0.78,179
"9788",31816612,"Habitación individual en Madrid","Villaverde","Los Angeles",40.35136,-3.69327,"Private room",14,1,2.45,47
"9789",31817473,"Buhardilla con encanto en plena calle Fuencarral","Centro","Universidad",40.42416,-3.70192,"Entire home/apt",50,2,0.37,0
"9790",31817789,"Habitación doble","Carabanchel","Opañel",40.39359,-3.72039,"Private room",35,1,0.13,0
"9791",31817865,"Espectacular apartamento Puerta del Sol","Centro","Sol",40.41869,-3.70448,"Entire home/apt",118,2,2.32,364
"9792",31823249,"Private room in cosy apartment in barrio Salamanca","Salamanca","Goya",40.42177,-3.67791,"Private room",45,1,0.04,0
"9793",31825156,"King size bed a 15 min del centro.","Carabanchel","Vista Alegre",40.38752,-3.74311,"Private room",21,4,0.12,0
"9794",31826201,"Estudio nuevo (Apto. Izqdo.) en Zona Arturo Soria","Ciudad Lineal","San Juan Bautista",40.44743,-3.66029,"Entire home/apt",53,1,0.75,0
"9795",31826544,"Luminoso estudio 2 ambientes. Barrio Arganzuela","Arganzuela","Chopera",40.39716,-3.69968,"Entire home/apt",80,5,0,88
"9796",31828927,"Acogedor piso","Puente de Vallecas","San Diego",40.38994,-3.66636,"Entire home/apt",53,90,0.98,364
"9797",31844158,"Ático  luminoso con terraza al Matadero","Arganzuela","Chopera",40.39295,-3.69552,"Entire home/apt",70,2,0.72,0
"9798",31845882,"Estudio de diseño en Barrio Salamanca, Madrid","Salamanca","Lista",40.43121,-3.67357,"Entire home/apt",75,1,3.48,265
"9799",31848146,"Malasaña Downtown - Madflats Collection","Centro","Universidad",40.42806,-3.70709,"Entire home/apt",164,1,0.19,1
"9800",31849939,"Duplex de lujo en el centro de Almagro","Chamberí","Almagro",40.42911,-3.69197,"Entire home/apt",104,2,0.35,13
"9801",31854093,"Mi espacio:Room near the center","Puente de Vallecas","San Diego",40.38243,-3.66648,"Private room",22,1,0.78,42
"9802",31854612,"Large double room thirty minutes from center","Fuencarral - El Pardo","Mirasierra",40.487,-3.72192,"Private room",20,1,0.34,0
"9803",31855938,"limpieza incluida. Bien comunicado con el centro","Ciudad Lineal","Ventas",40.42274,-3.65236,"Private room",50,1,1.07,0
"9804",31856481,"Cosy room in the heart of La Latina","Centro","Embajadores",40.40878,-3.70896,"Private room",23,2,0,0
"9805",31859389,"Room in Madrid Rio ten minutes to the center.","Latina","Puerta del Angel",40.41232,-3.73323,"Private room",16,2,1.36,358
"9806",31859730,"Madrid 4U Apartments","Centro","Embajadores",40.41144,-3.70551,"Entire home/apt",74,1,0,0
"9807",31869063,"Cozy apartment in Madrid with WIFI","Puente de Vallecas","Numancia",40.40068,-3.66461,"Entire home/apt",56,2,0.96,202
"9808",31870973,"Huertas Letras - Madflats Collection","Centro","Cortes",40.41314,-3.69693,"Entire home/apt",143,1,0.43,362
"9809",31873912,"Magnificent apartment in the Barrio de Salamanca","Salamanca","Goya",40.42831,-3.67725,"Entire home/apt",157,2,1.09,154
"9810",31876209,"BNBHolder Black & Yellow Design SOL","Centro","Justicia",40.41993,-3.70005,"Entire home/apt",98,1,1.98,0
"9811",31876366,"Malasaña Studio - Professionnaly disinfected","Centro","Universidad",40.42648,-3.70611,"Entire home/apt",51,4,2.55,136
"9812",31877262,"BNBHolder Corrala Duplex LA LATINA","Centro","Palacio",40.40887,-3.7116,"Entire home/apt",74,1,2.07,192
"9813",31877433,"Luxury Penthouse Madrid Center","Chamberí","Almagro",40.43495,-3.69538,"Entire home/apt",163,2,3.23,345
"9814",31882383,"Engracia Square | Apt. with gym, Chamberi's heart","Chamberí","Rios Rosas",40.44202,-3.70088,"Entire home/apt",95,30,0.31,266
"9816",31894940,"Designer Studio with Home Cinema Plaza Santa Ana","Centro","Sol",40.41634,-3.70076,"Entire home/apt",36,1,5.53,23
"9817",31897573,"eagle nest","Villa de Vallecas","Casco Histórico de Vallecas",40.37625,-3.63264,"Entire home/apt",55,1,0.08,0
"9818",31898876,"Habitacion exterior en Madrid","Moncloa - Aravaca","Aravaca",40.45949,-3.7793,"Private room",20,1,0.06,364
"9819",31902848,"Amazing views MADRID. Gran Vía - 2Bedroom AC/WIFI","Centro","Palacio",40.42098,-3.70876,"Entire home/apt",96,3,1.38,104
"9820",31917350,"Habitación independiente con baño y cocina","Centro","Universidad",40.42323,-3.70292,"Private room",53,2,2.88,365
"9821",31919789,"Apartamento en las tablas 2rooms / 2bathrooms","Fuencarral - El Pardo","Valverde",40.50337,-3.66859,"Entire home/apt",100,3,0,73
"9822",31921920,"A unique apartment  in Sol Square","Centro","Cortes",40.41504,-3.70223,"Private room",50,10,0.45,0
"9823",31922148,"Lujo,  arte y confort a un paseo del corazón de Madrid","Arganzuela","Palos de Moguer",40.40402,-3.70069,"Entire home/apt",93,1,3.24,346
"9824",31922250,"Hermosa habitación privada en el centro de Madrid","Centro","Embajadores",40.40813,-3.70082,"Private room",36,1,0.3,0
"9825",31923146,"Habitación Privada,  con baño en suite. Garaje .","Villa de Vallecas","Casco Histórico de Vallecas",40.35892,-3.58801,"Private room",40,2,1.96,90
"9826",31923848,"Cozy Apartment - 2 bedrooms","Centro","Embajadores",40.40899,-3.69795,"Entire home/apt",68,7,0,365
"9827",31924496,"Amazing Apartment Sol - 3 bdr+AC","Centro","Universidad",40.42653,-3.71126,"Entire home/apt",78,1,0,365
"9828",31929230,"GV5, 1. Habitación con cama doble, baño privado y TV","Centro","Sol",40.41893,-3.70277,"Private room",56,1,1.18,103
"9829",31929342,"Twin beds (2), private bathroom, interior","Centro","Cortes",40.41458,-3.70169,"Hotel room",51,1,0,365
"9830",31929550,"GV5, 4. Gran habitación p/4 personas (2 camas dobles, baño y TV)","Centro","Sol",40.41948,-3.70498,"Private room",56,1,0.61,102
"9831",31929552,"Family room,  2 beds (double+indiv.), private bath","Centro","Cortes",40.41522,-3.70185,"Hotel room",54,1,0.12,360
"9832",31930015,"GV5, 7. Gran Suite en Gran Vía con baño privado","Centro","Sol",40.41887,-3.70452,"Private room",56,1,0.65,104
"9833",31937873,"Lovely 3Bed Apartment next to El Retiro","Salamanca","Goya",40.4237,-3.67914,"Entire home/apt",98,2,0.57,207
"9834",31939544,"Dormitorio en piso compartido","Puente de Vallecas","San Diego",40.39427,-3.6646,"Private room",40,3,0,0
"9835",31948733,"Bright & Modern- 2BD 2BTH- EL VISO-AZCA","Chamartín","El Viso",40.4428,-3.68184,"Entire home/apt",152,1,0.99,298
"9836",31950540,"Lovely private room with private bathroom","Arganzuela","Palos de Moguer",40.40277,-3.69785,"Private room",25,30,0,364
"9837",31954947,"Atocha & Centro - Precioso y Gratis/Free Parking<U+0001F17F>","Centro","Embajadores",40.40955,-3.69453,"Entire home/apt",92,1,4.17,265
"9838",31958307,"Habitación luminosa Madrid Rio","Arganzuela","Delicias",40.39284,-3.69467,"Private room",14,3,1.43,364
